MovementID,ItemID,WarehouseID,MovementType,Quantity,MovementDate,ProcessedBy,Reference,Notes
MV02945,ITM0030,WH001,IN,43,2024-05-08,USER008,REF-2945,
MV00058,ITM0054,WH005,OUT,-94,2024-05-09,USER001,REF-58,
MV00216,ITM0018,WH004,ADJUSTMENT,-96,2024-05-09,USER002,ADJ-216,Found
MV01321,ITM0080,WH002,OUT,-46,2024-05-09,USER003,REF-1321,
MV01477,ITM0077,WH001,IN,100,2024-05-09,USER005,REF-1477,
MV01505,ITM0015,WH002,IN,92,2024-05-09,USER001,REF-1505,
MV01849,ITM0016,WH004,IN,22,2024-05-09,USER005,REF-1849,
MV00248,ITM0051,WH003,ADJUSTMENT,-85,2024-05-10,USER001,ADJ-248,Damage
MV00509,ITM0048,WH004,IN,63,2024-05-10,USER007,REF-509,
MV01295,ITM0057,WH002,IN,55,2024-05-10,USER007,REF-1295,
MV01590,ITM0003,WH005,IN,67,2024-05-10,USER001,REF-1590,
MV01691,ITM0059,WH001,IN,56,2024-05-10,USER005,REF-1691,
MV01693,ITM0014,WH004,ADJUSTMENT,-8,2024-05-10,USER005,ADJ-1693,Expired
MV01843,ITM0094,WH002,IN,31,2024-05-10,USER003,REF-1843,
MV02086,ITM0018,WH001,ADJUSTMENT,-74,2024-05-10,USER004,ADJ-2086,Lost
MV02089,ITM0075,WH001,OUT,-37,2024-05-10,USER001,REF-2089,
MV02319,ITM0086,WH001,ADJUSTMENT,-88,2024-05-10,USER003,ADJ-2319,Expired
MV02510,ITM0001,WH002,IN,57,2024-05-10,USER006,REF-2510,
MV00044,ITM0037,WH004,IN,78,2024-05-11,USER004,REF-44,
MV00725,ITM0049,WH003,OUT,-21,2024-05-11,USER007,REF-725,
MV00829,ITM0061,WH002,IN,25,2024-05-11,USER003,REF-829,
MV00931,ITM0089,WH003,IN,96,2024-05-11,USER002,REF-931,
MV01097,ITM0022,WH002,IN,19,2024-05-11,USER008,REF-1097,
MV01370,ITM0079,WH004,ADJUSTMENT,-95,2024-05-11,USER002,ADJ-1370,Expired
MV01520,ITM0020,WH005,IN,70,2024-05-11,USER004,REF-1520,
MV02036,ITM0059,WH002,IN,37,2024-05-11,USER002,REF-2036,
MV02132,ITM0067,WH005,ADJUSTMENT,-37,2024-05-11,USER002,ADJ-2132,Recount
MV00467,ITM0084,WH003,IN,39,2024-05-12,USER002,REF-467,
MV00576,ITM0059,WH005,OUT,-12,2024-05-12,USER003,REF-576,
MV01062,ITM0063,WH005,OUT,-66,2024-05-12,USER005,REF-1062,
MV01976,ITM0048,WH001,ADJUSTMENT,-97,2024-05-12,USER003,ADJ-1976,Expired
MV02098,ITM0033,WH005,IN,23,2024-05-12,USER001,REF-2098,
MV02484,ITM0046,WH005,IN,68,2024-05-12,USER007,REF-2484,
MV00452,ITM0090,WH003,ADJUSTMENT,-19,2024-05-13,USER005,ADJ-452,Recount
MV00632,ITM0080,WH004,OUT,-85,2024-05-13,USER006,REF-632,
MV02014,ITM0019,WH005,IN,79,2024-05-13,USER001,REF-2014,
MV02320,ITM0097,WH005,IN,51,2024-05-13,USER008,REF-2320,
MV01382,ITM0019,WH003,OUT,-43,2024-05-14,USER005,REF-1382,
MV01413,ITM0025,WH001,OUT,-63,2024-05-14,USER001,REF-1413,
MV01439,ITM0075,WH002,OUT,-23,2024-05-14,USER004,REF-1439,
MV01468,ITM0076,WH004,OUT,-85,2024-05-14,USER002,REF-1468,
MV02157,ITM0034,WH003,ADJUSTMENT,-68,2024-05-14,USER007,ADJ-2157,Expired
MV02525,ITM0025,WH002,OUT,-61,2024-05-14,USER003,REF-2525,
MV00073,ITM0083,WH002,OUT,-99,2024-05-15,USER006,REF-73,
MV00138,ITM0082,WH003,OUT,-73,2024-05-15,USER005,REF-138,
MV00487,ITM0077,WH004,OUT,-90,2024-05-15,USER008,REF-487,
MV00519,ITM0079,WH003,ADJUSTMENT,-66,2024-05-15,USER001,ADJ-519,Lost
MV01023,ITM0026,WH005,IN,90,2024-05-15,USER008,REF-1023,
MV01050,ITM0030,WH004,OUT,-96,2024-05-15,USER006,REF-1050,
MV01974,ITM0018,WH002,ADJUSTMENT,-23,2024-05-15,USER002,ADJ-1974,Damage
MV02129,ITM0043,WH001,ADJUSTMENT,-72,2024-05-15,USER007,ADJ-2129,Lost
MV02226,ITM0073,WH004,IN,49,2024-05-15,USER005,REF-2226,
MV02406,ITM0086,WH001,IN,36,2024-05-15,USER007,REF-2406,
MV02483,ITM0068,WH003,ADJUSTMENT,-23,2024-05-15,USER002,ADJ-2483,Damage
MV02488,ITM0054,WH001,ADJUSTMENT,-8,2024-05-15,USER006,ADJ-2488,Lost
MV00350,ITM0003,WH004,OUT,-40,2024-05-16,USER007,REF-350,
MV00387,ITM0094,WH002,ADJUSTMENT,-100,2024-05-16,USER003,ADJ-387,Found
MV00625,ITM0012,WH004,ADJUSTMENT,-71,2024-05-16,USER007,ADJ-625,Damage
MV00642,ITM0097,WH005,OUT,-15,2024-05-16,USER007,REF-642,
MV00783,ITM0057,WH001,IN,28,2024-05-16,USER002,REF-783,
MV00960,ITM0092,WH002,OUT,-49,2024-05-16,USER005,REF-960,
MV01019,ITM0027,WH003,ADJUSTMENT,-85,2024-05-16,USER004,ADJ-1019,Expired
MV01061,ITM0025,WH005,OUT,-98,2024-05-16,USER003,REF-1061,
MV01457,ITM0097,WH004,IN,46,2024-05-16,USER007,REF-1457,
MV01710,ITM0077,WH003,IN,48,2024-05-16,USER001,REF-1710,
MV01999,ITM0081,WH003,ADJUSTMENT,-18,2024-05-16,USER007,ADJ-1999,Damage
MV02594,ITM0065,WH004,IN,71,2024-05-16,USER007,REF-2594,
MV02747,ITM0032,WH003,IN,43,2024-05-16,USER005,REF-2747,
MV00051,ITM0036,WH003,IN,42,2024-05-17,USER008,REF-51,
MV00253,ITM0060,WH003,ADJUSTMENT,-79,2024-05-17,USER001,ADJ-253,Lost
MV00345,ITM0050,WH005,OUT,-58,2024-05-17,USER006,REF-345,
MV00866,ITM0001,WH001,ADJUSTMENT,-50,2024-05-17,USER004,ADJ-866,Lost
MV00927,ITM0086,WH001,OUT,-26,2024-05-17,USER002,REF-927,
MV01678,ITM0096,WH002,IN,70,2024-05-17,USER007,REF-1678,
MV01904,ITM0093,WH001,IN,20,2024-05-17,USER004,REF-1904,
MV01937,ITM0010,WH005,IN,75,2024-05-17,USER001,REF-1937,
MV02186,ITM0048,WH001,ADJUSTMENT,-87,2024-05-17,USER005,ADJ-2186,Found
MV02287,ITM0031,WH005,OUT,-33,2024-05-17,USER008,REF-2287,
MV02787,ITM0093,WH001,OUT,-74,2024-05-17,USER002,REF-2787,
MV02812,ITM0016,WH001,OUT,-35,2024-05-17,USER004,REF-2812,
MV00244,ITM0023,WH001,ADJUSTMENT,-79,2024-05-18,USER004,ADJ-244,Expired
MV00470,ITM0087,WH001,ADJUSTMENT,-98,2024-05-18,USER003,ADJ-470,Found
MV00563,ITM0079,WH004,ADJUSTMENT,-41,2024-05-18,USER001,ADJ-563,Lost
MV01393,ITM0010,WH004,OUT,-2,2024-05-18,USER005,REF-1393,
MV01550,ITM0030,WH001,OUT,-96,2024-05-18,USER007,REF-1550,
MV01689,ITM0016,WH002,ADJUSTMENT,-494,2024-05-18,USER003,ADJ-1689,Lost
MV01773,ITM0080,WH001,ADJUSTMENT,-80,2024-05-18,USER005,ADJ-1773,Recount
MV02048,ITM0042,WH004,ADJUSTMENT,-99,2024-05-18,USER001,ADJ-2048,Found
MV02084,ITM0052,WH004,OUT,-43,2024-05-18,USER008,REF-2084,
MV02108,ITM0098,WH002,ADJUSTMENT,-34,2024-05-18,USER003,ADJ-2108,Damage
MV02427,ITM0010,WH004,ADJUSTMENT,-75,2024-05-18,USER001,ADJ-2427,Recount
MV02623,ITM0042,WH002,ADJUSTMENT,-98,2024-05-18,USER003,ADJ-2623,Lost
MV00087,ITM0064,WH003,IN,46,2024-05-19,USER006,REF-87,
MV00219,ITM0094,WH003,ADJUSTMENT,-74,2024-05-19,USER005,ADJ-219,Lost
MV00250,ITM0045,WH001,ADJUSTMENT,-19,2024-05-19,USER002,ADJ-250,Lost
MV00319,ITM0066,WH004,OUT,-14,2024-05-19,USER003,REF-319,
MV00673,ITM0025,WH002,ADJUSTMENT,-41,2024-05-19,USER004,ADJ-673,Expired
MV01121,ITM0084,WH001,IN,39,2024-05-19,USER007,REF-1121,
MV01196,ITM0071,WH004,ADJUSTMENT,-576,2024-05-19,USER002,ADJ-1196,Recount
MV01236,ITM0093,WH004,ADJUSTMENT,-206,2024-05-19,USER002,ADJ-1236,Lost
MV01517,ITM0057,WH001,ADJUSTMENT,-8,2024-05-19,USER002,ADJ-1517,Expired
MV01570,ITM0100,WH002,ADJUSTMENT,-71,2024-05-19,USER005,ADJ-1570,Lost
MV01644,ITM0085,WH003,ADJUSTMENT,-73,2024-05-19,USER003,ADJ-1644,Damage
MV01964,ITM0097,WH003,OUT,-40,2024-05-19,USER004,REF-1964,
MV02352,ITM0089,WH001,IN,45,2024-05-19,USER005,REF-2352,
MV02620,ITM0088,WH001,IN,633,2024-05-19,USER002,REF-2620,
MV00355,ITM0011,WH001,OUT,-17,2024-05-20,USER008,REF-355,
MV00477,ITM0020,WH004,ADJUSTMENT,-53,2024-05-20,USER005,ADJ-477,Lost
MV00932,ITM0052,WH005,OUT,-2,2024-05-20,USER007,REF-932,
MV01087,ITM0073,WH002,IN,654,2024-05-20,USER001,REF-1087,
MV01523,ITM0019,WH001,IN,79,2024-05-20,USER001,REF-1523,
MV01533,ITM0055,WH001,OUT,-37,2024-05-20,USER004,REF-1533,
MV01586,ITM0031,WH005,IN,35,2024-05-20,USER008,REF-1586,
MV01587,ITM0082,WH004,OUT,-76,2024-05-20,USER004,REF-1587,
MV01825,ITM0085,WH005,OUT,-29,2024-05-20,USER001,REF-1825,
MV02806,ITM0026,WH004,OUT,-71,2024-05-20,USER001,REF-2806,
MV02900,ITM0054,WH002,OUT,-62,2024-05-20,USER003,REF-2900,
MV00325,ITM0048,WH001,ADJUSTMENT,-98,2024-05-21,USER006,ADJ-325,Recount
MV00553,ITM0041,WH002,IN,41,2024-05-21,USER007,REF-553,
MV01056,ITM0044,WH001,IN,273,2024-05-21,USER004,REF-1056,
MV01335,ITM0064,WH001,IN,51,2024-05-21,USER002,REF-1335,
MV01736,ITM0078,WH003,ADJUSTMENT,-20,2024-05-21,USER002,ADJ-1736,Expired
MV02100,ITM0089,WH003,IN,49,2024-05-21,USER001,REF-2100,
MV02353,ITM0049,WH003,OUT,-17,2024-05-21,USER006,REF-2353,
MV00346,ITM0053,WH003,IN,79,2024-05-22,USER006,REF-346,
MV00554,ITM0052,WH005,IN,10,2024-05-22,USER001,REF-554,
MV00761,ITM0099,WH001,ADJUSTMENT,-84,2024-05-22,USER004,ADJ-761,Recount
MV01041,ITM0057,WH005,ADJUSTMENT,-21,2024-05-22,USER004,ADJ-1041,Found
MV01136,ITM0050,WH003,OUT,-76,2024-05-22,USER001,REF-1136,
MV01770,ITM0058,WH001,ADJUSTMENT,-70,2024-05-22,USER003,ADJ-1770,Damage
MV02173,ITM0059,WH004,IN,23,2024-05-22,USER001,REF-2173,
MV02303,ITM0004,WH001,ADJUSTMENT,-16,2024-05-22,USER004,ADJ-2303,Lost
MV02612,ITM0017,WH002,OUT,-1,2024-05-22,USER004,REF-2612,
MV02675,ITM0083,WH003,IN,2,2024-05-22,USER001,REF-2675,
MV02980,ITM0053,WH001,IN,59,2024-05-22,USER003,REF-2980,
MV00121,ITM0021,WH003,ADJUSTMENT,-61,2024-05-23,USER001,ADJ-121,Recount
MV00124,ITM0013,WH004,OUT,-94,2024-05-23,USER004,REF-124,
MV00499,ITM0008,WH003,IN,66,2024-05-23,USER007,REF-499,
MV00579,ITM0064,WH002,OUT,-54,2024-05-23,USER006,REF-579,
MV00900,ITM0042,WH001,IN,100,2024-05-23,USER008,REF-900,
MV01140,ITM0061,WH001,ADJUSTMENT,-78,2024-05-23,USER008,ADJ-1140,Found
MV01733,ITM0035,WH001,ADJUSTMENT,-69,2024-05-23,USER004,ADJ-1733,Lost
MV01806,ITM0009,WH004,OUT,-2,2024-05-23,USER006,REF-1806,
MV02070,ITM0073,WH005,IN,58,2024-05-23,USER001,REF-2070,
MV02463,ITM0041,WH001,IN,17,2024-05-23,USER006,REF-2463,
MV02663,ITM0006,WH004,OUT,-42,2024-05-23,USER007,REF-2663,
MV02681,ITM0051,WH003,IN,78,2024-05-23,USER008,REF-2681,
MV00307,ITM0075,WH004,ADJUSTMENT,-81,2024-05-24,USER005,ADJ-307,Found
MV00634,ITM0057,WH002,IN,32,2024-05-24,USER008,REF-634,
MV01315,ITM0049,WH001,IN,697,2024-05-24,USER006,REF-1315,
MV02031,ITM0057,WH004,IN,58,2024-05-24,USER002,REF-2031,
MV02310,ITM0012,WH004,OUT,-66,2024-05-24,USER006,REF-2310,
MV02395,ITM0078,WH002,ADJUSTMENT,-92,2024-05-24,USER001,ADJ-2395,Found
MV02618,ITM0009,WH003,OUT,-72,2024-05-24,USER004,REF-2618,
MV02979,ITM0095,WH005,IN,33,2024-05-24,USER004,REF-2979,
MV00212,ITM0008,WH001,IN,1,2024-05-25,USER002,REF-212,
MV00275,ITM0020,WH003,ADJUSTMENT,-24,2024-05-25,USER003,ADJ-275,Found
MV02200,ITM0040,WH003,OUT,-76,2024-05-25,USER004,REF-2200,
MV02644,ITM0027,WH005,OUT,-53,2024-05-25,USER005,REF-2644,
MV02724,ITM0038,WH003,IN,55,2024-05-25,USER002,REF-2724,
MV02857,ITM0020,WH004,OUT,-63,2024-05-25,USER005,REF-2857,
MV00207,ITM0010,WH001,IN,21,2024-05-26,USER005,REF-207,
MV00403,ITM0093,WH002,OUT,-85,2024-05-26,USER004,REF-403,
MV00720,ITM0012,WH004,OUT,-84,2024-05-26,USER008,REF-720,
MV00867,ITM0076,WH005,OUT,-99,2024-05-26,USER004,REF-867,
MV00951,ITM0026,WH002,ADJUSTMENT,-375,2024-05-26,USER003,ADJ-951,Expired
MV01030,ITM0089,WH001,IN,21,2024-05-26,USER008,REF-1030,
MV01104,ITM0038,WH002,ADJUSTMENT,-87,2024-05-26,USER004,ADJ-1104,Found
MV01394,ITM0030,WH001,OUT,-93,2024-05-26,USER003,REF-1394,
MV01884,ITM0071,WH004,IN,2,2024-05-26,USER001,REF-1884,
MV02027,ITM0013,WH001,IN,24,2024-05-26,USER008,REF-2027,
MV02899,ITM0041,WH003,ADJUSTMENT,-39,2024-05-26,USER005,ADJ-2899,Damage
MV02961,ITM0011,WH001,IN,25,2024-05-26,USER003,REF-2961,
MV00170,ITM0060,WH001,ADJUSTMENT,-77,2024-05-27,USER003,ADJ-170,Lost
MV00206,ITM0042,WH004,OUT,-70,2024-05-27,USER006,REF-206,
MV00260,ITM0067,WH001,IN,13,2024-05-27,USER003,REF-260,
MV01204,ITM0076,WH005,OUT,-2,2024-05-27,USER006,REF-1204,
MV02090,ITM0043,WH002,IN,8,2024-05-27,USER002,REF-2090,
MV02193,ITM0095,WH001,ADJUSTMENT,-3,2024-05-27,USER003,ADJ-2193,Damage
MV02432,ITM0033,WH004,OUT,-15,2024-05-27,USER001,REF-2432,
MV00118,ITM0099,WH002,ADJUSTMENT,-86,2024-05-28,USER008,ADJ-118,Found
MV00155,ITM0011,WH001,ADJUSTMENT,-71,2024-05-28,USER007,ADJ-155,Found
MV00246,ITM0038,WH001,OUT,-49,2024-05-28,USER002,REF-246,
MV00297,ITM0060,WH005,ADJUSTMENT,-18,2024-05-28,USER002,ADJ-297,Recount
MV00418,ITM0030,WH001,OUT,-20,2024-05-28,USER004,REF-418,
MV00440,ITM0093,WH003,IN,62,2024-05-28,USER003,REF-440,
MV00822,ITM0020,WH005,ADJUSTMENT,-15,2024-05-28,USER007,ADJ-822,Damage
MV01165,ITM0013,WH001,ADJUSTMENT,-44,2024-05-28,USER006,ADJ-1165,Found
MV01794,ITM0100,WH001,OUT,-22,2024-05-28,USER003,REF-1794,
MV01918,ITM0088,WH002,ADJUSTMENT,-18,2024-05-28,USER004,ADJ-1918,Found
MV01926,ITM0002,WH002,ADJUSTMENT,-46,2024-05-28,USER007,ADJ-1926,Lost
MV02490,ITM0047,WH004,OUT,-70,2024-05-28,USER005,REF-2490,
MV02501,ITM0006,WH003,ADJUSTMENT,-357,2024-05-28,USER001,ADJ-2501,Expired
MV00482,ITM0084,WH005,OUT,-52,2024-05-29,USER006,REF-482,
MV01438,ITM0006,WH005,OUT,-22,2024-05-29,USER001,REF-1438,
MV01629,ITM0078,WH005,IN,66,2024-05-29,USER003,REF-1629,
MV02505,ITM0052,WH002,OUT,-29,2024-05-29,USER005,REF-2505,
MV02633,ITM0028,WH002,OUT,-53,2024-05-29,USER001,REF-2633,
MV02817,ITM0023,WH002,ADJUSTMENT,-51,2024-05-29,USER002,ADJ-2817,Lost
MV02844,ITM0078,WH001,IN,69,2024-05-29,USER002,REF-2844,
MV02965,ITM0003,WH002,OUT,-55,2024-05-29,USER005,REF-2965,
MV00447,ITM0057,WH002,IN,97,2024-05-30,USER003,REF-447,
MV00464,ITM0058,WH003,IN,275,2024-05-30,USER005,REF-464,
MV01071,ITM0007,WH005,IN,11,2024-05-30,USER008,REF-1071,
MV01602,ITM0039,WH002,IN,93,2024-05-30,USER008,REF-1602,
MV02011,ITM0022,WH002,ADJUSTMENT,-34,2024-05-30,USER004,ADJ-2011,Expired
MV02197,ITM0089,WH003,ADJUSTMENT,-2,2024-05-30,USER003,ADJ-2197,Damage
MV02399,ITM0038,WH004,ADJUSTMENT,-49,2024-05-30,USER007,ADJ-2399,Lost
MV02473,ITM0090,WH004,IN,51,2024-05-30,USER008,REF-2473,
MV02621,ITM0097,WH004,IN,63,2024-05-30,USER008,REF-2621,
MV00885,ITM0049,WH001,IN,87,2024-05-31,USER002,REF-885,
MV00905,ITM0081,WH003,IN,9,2024-05-31,USER006,REF-905,
MV01141,ITM0100,WH004,IN,1,2024-05-31,USER001,REF-1141,
MV01454,ITM0016,WH005,ADJUSTMENT,-7,2024-05-31,USER004,ADJ-1454,Found
MV01464,ITM0067,WH004,OUT,-45,2024-05-31,USER001,REF-1464,
MV01642,ITM0012,WH004,IN,4,2024-05-31,USER002,REF-1642,
MV02423,ITM0015,WH005,ADJUSTMENT,-37,2024-05-31,USER005,ADJ-2423,Expired
MV02611,ITM0081,WH002,ADJUSTMENT,-33,2024-05-31,USER007,ADJ-2611,Expired
MV00247,ITM0003,WH005,ADJUSTMENT,-6,2024-06-01,USER002,ADJ-247,Recount
MV00388,ITM0020,WH004,OUT,-79,2024-06-01,USER007,REF-388,
MV00714,ITM0082,WH001,ADJUSTMENT,-16,2024-06-01,USER008,ADJ-714,Recount
MV00946,ITM0071,WH001,OUT,-244,2024-06-01,USER003,REF-946,
MV02256,ITM0001,WH001,IN,96,2024-06-01,USER003,REF-2256,
MV02445,ITM0026,WH003,ADJUSTMENT,-86,2024-06-01,USER004,ADJ-2445,Found
MV02916,ITM0053,WH001,OUT,-77,2024-06-01,USER008,REF-2916,
MV00448,ITM0088,WH004,IN,39,2024-06-02,USER004,REF-448,
MV01288,ITM0005,WH003,ADJUSTMENT,-90,2024-06-02,USER007,ADJ-1288,Recount
MV01308,ITM0036,WH003,IN,4,2024-06-02,USER008,REF-1308,
MV01313,ITM0006,WH003,IN,71,2024-06-02,USER007,REF-1313,
MV01759,ITM0021,WH002,ADJUSTMENT,-6,2024-06-02,USER007,ADJ-1759,Found
MV01761,ITM0028,WH003,ADJUSTMENT,-82,2024-06-02,USER005,ADJ-1761,Expired
MV02370,ITM0033,WH003,IN,39,2024-06-02,USER006,REF-2370,
MV00261,ITM0031,WH002,IN,31,2024-06-03,USER006,REF-261,
MV00269,ITM0069,WH005,ADJUSTMENT,-23,2024-06-03,USER004,ADJ-269,Found
MV00375,ITM0031,WH002,ADJUSTMENT,-81,2024-06-03,USER007,ADJ-375,Damage
MV00596,ITM0004,WH005,OUT,-40,2024-06-03,USER003,REF-596,
MV01437,ITM0097,WH003,IN,22,2024-06-03,USER005,REF-1437,
MV01494,ITM0037,WH005,OUT,-37,2024-06-03,USER006,REF-1494,
MV02881,ITM0013,WH002,ADJUSTMENT,-73,2024-06-03,USER001,ADJ-2881,Lost
MV00156,ITM0083,WH002,ADJUSTMENT,-36,2024-06-04,USER001,ADJ-156,Found
MV00840,ITM0054,WH005,IN,29,2024-06-04,USER003,REF-840,
MV01021,ITM0075,WH002,OUT,-66,2024-06-04,USER003,REF-1021,
MV01077,ITM0097,WH004,OUT,-66,2024-06-04,USER001,REF-1077,
MV01755,ITM0012,WH005,OUT,-50,2024-06-04,USER005,REF-1755,
MV02279,ITM0029,WH001,OUT,-32,2024-06-04,USER006,REF-2279,
MV02879,ITM0077,WH004,ADJUSTMENT,-45,2024-06-04,USER007,ADJ-2879,Lost
MV00054,ITM0031,WH001,IN,53,2024-06-05,USER001,REF-54,
MV00209,ITM0085,WH002,OUT,-60,2024-06-05,USER008,REF-209,
MV00461,ITM0003,WH005,IN,93,2024-06-05,USER003,REF-461,
MV00722,ITM0077,WH002,ADJUSTMENT,-92,2024-06-05,USER003,ADJ-722,Found
MV01229,ITM0002,WH002,ADJUSTMENT,-16,2024-06-05,USER004,ADJ-1229,Recount
MV01764,ITM0060,WH003,ADJUSTMENT,-44,2024-06-05,USER004,ADJ-1764,Found
MV01776,ITM0016,WH004,OUT,-9,2024-06-05,USER008,REF-1776,
MV02670,ITM0033,WH001,IN,32,2024-06-05,USER003,REF-2670,
MV00015,ITM0047,WH002,ADJUSTMENT,-24,2024-06-06,USER002,ADJ-15,Recount
MV00581,ITM0092,WH001,ADJUSTMENT,-37,2024-06-06,USER006,ADJ-581,Lost
MV00584,ITM0040,WH002,OUT,-38,2024-06-06,USER006,REF-584,
MV00855,ITM0069,WH003,ADJUSTMENT,-46,2024-06-06,USER001,ADJ-855,Damage
MV01345,ITM0061,WH001,ADJUSTMENT,-99,2024-06-06,USER002,ADJ-1345,Found
MV01731,ITM0038,WH002,IN,79,2024-06-06,USER005,REF-1731,
MV02548,ITM0011,WH002,IN,94,2024-06-06,USER007,REF-2548,
MV00184,ITM0066,WH005,IN,10,2024-06-07,USER001,REF-184,
MV00205,ITM0034,WH005,IN,2,2024-06-07,USER001,REF-205,
MV00608,ITM0049,WH005,ADJUSTMENT,-22,2024-06-07,USER008,ADJ-608,Lost
MV00732,ITM0082,WH005,OUT,-559,2024-06-07,USER005,REF-732,
MV01112,ITM0096,WH001,OUT,-81,2024-06-07,USER003,REF-1112,
MV01928,ITM0056,WH001,IN,61,2024-06-07,USER007,REF-1928,
MV02798,ITM0089,WH005,IN,477,2024-06-07,USER008,REF-2798,
MV00392,ITM0053,WH001,ADJUSTMENT,-53,2024-06-08,USER003,ADJ-392,Damage
MV01058,ITM0094,WH003,ADJUSTMENT,-64,2024-06-08,USER001,ADJ-1058,Found
MV01215,ITM0034,WH004,IN,87,2024-06-08,USER004,REF-1215,
MV01354,ITM0032,WH003,ADJUSTMENT,-29,2024-06-08,USER002,ADJ-1354,Expired
MV02203,ITM0092,WH002,OUT,-93,2024-06-08,USER006,REF-2203,
MV02361,ITM0080,WH001,OUT,-63,2024-06-08,USER005,REF-2361,
MV02453,ITM0048,WH002,IN,100,2024-06-08,USER008,REF-2453,
MV02827,ITM0009,WH004,OUT,-57,2024-06-08,USER007,REF-2827,
MV00031,ITM0081,WH002,IN,72,2024-06-09,USER003,REF-31,
MV00896,ITM0033,WH001,IN,58,2024-06-09,USER006,REF-896,
MV01043,ITM0034,WH001,ADJUSTMENT,-6,2024-06-09,USER003,ADJ-1043,Recount
MV01261,ITM0044,WH004,OUT,-13,2024-06-09,USER001,REF-1261,
MV01670,ITM0066,WH005,ADJUSTMENT,-40,2024-06-09,USER005,ADJ-1670,Recount
MV02586,ITM0086,WH002,ADJUSTMENT,-75,2024-06-09,USER008,ADJ-2586,Found
MV02655,ITM0089,WH005,OUT,-94,2024-06-09,USER008,REF-2655,
MV00854,ITM0028,WH001,IN,53,2024-06-10,USER004,REF-854,
MV01846,ITM0075,WH003,OUT,-6,2024-06-10,USER002,REF-1846,
MV02216,ITM0093,WH003,ADJUSTMENT,-95,2024-06-10,USER007,ADJ-2216,Recount
MV02232,ITM0005,WH002,OUT,-363,2024-06-10,USER003,REF-2232,
MV02262,ITM0095,WH001,IN,24,2024-06-10,USER002,REF-2262,
MV02610,ITM0012,WH002,OUT,-19,2024-06-10,USER006,REF-2610,
MV00202,ITM0059,WH002,ADJUSTMENT,-12,2024-06-11,USER004,ADJ-202,Recount
MV00501,ITM0094,WH004,ADJUSTMENT,-11,2024-06-11,USER005,ADJ-501,Damage
MV00961,ITM0069,WH004,OUT,-24,2024-06-11,USER007,REF-961,
MV01209,ITM0088,WH003,OUT,-26,2024-06-11,USER007,REF-1209,
MV01306,ITM0075,WH001,OUT,-71,2024-06-11,USER005,REF-1306,
MV01752,ITM0091,WH002,ADJUSTMENT,-98,2024-06-11,USER004,ADJ-1752,Expired
MV02508,ITM0050,WH003,ADJUSTMENT,-24,2024-06-11,USER003,ADJ-2508,Lost
MV02987,ITM0016,WH002,IN,98,2024-06-11,USER005,REF-2987,
MV01102,ITM0067,WH004,ADJUSTMENT,-345,2024-06-12,USER007,ADJ-1102,Damage
MV01105,ITM0042,WH005,IN,85,2024-06-12,USER005,REF-1105,
MV01232,ITM0019,WH002,IN,76,2024-06-12,USER007,REF-1232,
MV01562,ITM0025,WH004,ADJUSTMENT,-81,2024-06-12,USER004,ADJ-1562,Damage
MV01893,ITM0002,WH002,ADJUSTMENT,-83,2024-06-12,USER003,ADJ-1893,Recount
MV02420,ITM0083,WH001,OUT,-80,2024-06-12,USER001,REF-2420,
MV02487,ITM0088,WH001,ADJUSTMENT,-38,2024-06-12,USER004,ADJ-2487,Recount
MV02831,ITM0028,WH005,OUT,-46,2024-06-12,USER008,REF-2831,
MV00441,ITM0032,WH002,ADJUSTMENT,-72,2024-06-13,USER006,ADJ-441,Expired
MV01284,ITM0037,WH001,IN,90,2024-06-13,USER002,REF-1284,
MV01946,ITM0039,WH001,OUT,-31,2024-06-13,USER002,REF-1946,
MV02034,ITM0032,WH005,IN,4,2024-06-13,USER002,REF-2034,
MV02259,ITM0057,WH003,OUT,-93,2024-06-13,USER001,REF-2259,
MV02321,ITM0046,WH002,IN,47,2024-06-13,USER002,REF-2321,
MV02729,ITM0062,WH003,ADJUSTMENT,-272,2024-06-13,USER005,ADJ-2729,Found
MV00424,ITM0013,WH001,ADJUSTMENT,-66,2024-06-14,USER002,ADJ-424,Damage
MV00488,ITM0033,WH005,OUT,-37,2024-06-14,USER005,REF-488,
MV00594,ITM0034,WH003,OUT,-90,2024-06-14,USER002,REF-594,
MV02367,ITM0027,WH001,OUT,-86,2024-06-14,USER008,REF-2367,
MV02909,ITM0084,WH001,OUT,-81,2024-06-14,USER001,REF-2909,
MV00227,ITM0011,WH003,IN,69,2024-06-15,USER001,REF-227,
MV00238,ITM0022,WH004,ADJUSTMENT,-54,2024-06-15,USER007,ADJ-238,Recount
MV00924,ITM0061,WH002,OUT,-32,2024-06-15,USER008,REF-924,
MV01539,ITM0046,WH005,ADJUSTMENT,-56,2024-06-15,USER001,ADJ-1539,Expired
MV01936,ITM0087,WH002,ADJUSTMENT,-91,2024-06-15,USER002,ADJ-1936,Expired
MV02767,ITM0024,WH003,ADJUSTMENT,-81,2024-06-15,USER004,ADJ-2767,Found
MV00283,ITM0064,WH003,ADJUSTMENT,-24,2024-06-16,USER006,ADJ-283,Lost
MV00712,ITM0014,WH004,OUT,-87,2024-06-16,USER003,REF-712,
MV00825,ITM0077,WH003,OUT,-14,2024-06-16,USER007,REF-825,
